RootMeanSquaredError_overall_mean-mlr,RootMeanSquaredError_overall_mean-rf,RootMeanSquaredError_overall_mean-gru_unstacked_joint,RootMeanSquaredError_overall_mean-gru_unstacked_iterative,RootMeanSquaredError_overall_mean-gru_stacked_joint,RootMeanSquaredError_overall_mean-gru_stacked_iterative,RootMeanSquaredError_overall_mean-lstm_unstacked_joint,RootMeanSquaredError_overall_mean-lstm_unstacked_iterative,RootMeanSquaredError_overall_mean-lstm_stacked_joint,RootMeanSquaredError_overall_mean-lstm_stacked_iterative,RootMeanSquaredError_overall_mean-base_conv
3.930591,3.917741,5.1866045,3.2543006,4.9936438,5.0028343,7.5073404,5.2520113,3.9938018,3.38303,3.8672142
