MeanSquaredError_overall_mean-mlr,MeanSquaredError_overall_mean-rf,MeanSquaredError_overall_mean-gru_unstacked_joint,MeanSquaredError_overall_mean-gru_unstacked_iterative,MeanSquaredError_overall_mean-gru_stacked_joint,MeanSquaredError_overall_mean-gru_stacked_iterative,MeanSquaredError_overall_mean-lstm_unstacked_joint,MeanSquaredError_overall_mean-lstm_unstacked_iterative,MeanSquaredError_overall_mean-lstm_stacked_joint,MeanSquaredError_overall_mean-lstm_stacked_iterative,MeanSquaredError_overall_mean-base_conv
15.783763,15.527827,27.38464,10.984081,25.290707,25.030882,58.58498,28.151768,15.964313,11.577327,14.976972
