MeanAbsoluteError_overall_mean-mlr,MeanAbsoluteError_overall_mean-rf,MeanAbsoluteError_overall_mean-gru_unstacked_joint,MeanAbsoluteError_overall_mean-gru_unstacked_iterative,MeanAbsoluteError_overall_mean-gru_stacked_joint,MeanAbsoluteError_overall_mean-gru_stacked_iterative,MeanAbsoluteError_overall_mean-lstm_unstacked_joint,MeanAbsoluteError_overall_mean-lstm_unstacked_iterative,MeanAbsoluteError_overall_mean-lstm_stacked_joint,MeanAbsoluteError_overall_mean-lstm_stacked_iterative,MeanAbsoluteError_overall_mean-base_conv
2.8784757,3.2310855,4.2775946,2.311713,4.1020603,4.298483,6.262645,4.243432,3.2231297,2.3922079,2.761797
